,0,1,2
787,1fuOnm9c0-Tc0_txUp69aNbk_qdqo7DoV,21061578LOCALIZADOR ENTRADA: 71016565,"21061578LOCALIZADOR ENTRADA: 71016565 - 15/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
788,1E-Ga9nL0zONgQdNPkqjZYQEjkErySvbC,20777737LOCALIZADOR ENTRADA: 69910395,"20777737LOCALIZADOR ENTRADA: 69910395 - 18/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
789,1lhaFilMs57jFWUuLBrLuhK_kUEW-gv_F,20144935Loc. Entrada: 67529358,20144935
790,1qzPjKFJMR95YlXGH11eLHQ5_n8GlDRsM,20777737LOCALIZADOR ENTRADA: 69910421,"20777737LOCALIZADOR ENTRADA: 69910421 - 100/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 27/05/2019hasta 27/05/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
791,1b6gqxxdPSnLj8hIoZMk59GyN9sSks-7W,21061573LOCALIZADOR ENTRADA: 71016496,"21061573LOCALIZADOR ENTRADA: 71016496 - 4/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
792,18ZeHyy_96GMeoDpyKPBfyMzXOQpsigUC,21082352LOCALIZADOR ENTRADA: 71019574,"21082352LOCALIZADOR ENTRADA: 71019574 - 11/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
793,1Q_XpagE4Aa3BhDG5yHfAnLaZoO75x7kF,21061573LOCALIZADOR ENTRADA: 71016435,"21061573LOCALIZADOR ENTRADA: 71016435 - 65/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 12/06/2019hasta 12/06/2020- Acceso Colección- Acceso Expo. TemporalesExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
794,1rFdxAVkkioEC1D-V24XCB1eMhKXO5tXz,28313054Loc. Entrada: 94260355,28313054
795,1KcTvY-o5UoVy0zIXNdP-eCvvfbxADAdV,20144935Loc. Entrada: 67529312,20144935
796,1rtnSduqVkwOtVqzOsQpQ_Cp5aWPbLY53,21082352LOCALIZADOR ENTRADA: 71019565,"21082352LOCALIZADOR ENTRADA: 71019565 - 20/100Entrada Individual BonificadaGeneral8.90 €Museo Reina SofíaVálido desde 13/06/2019hasta 13/06/2020- Acceso Expo. Temporales- Acceso ColecciónExento de IVAENTRADAINCLUYEPara reclamaciones y devoluciones diríjase a la agencia o empresa distribuidoraEl Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Haz un uso responsable del papel y recuerda configurar tu impresora para ahorrar tintaImprime tu entrada o guárdala en tu móvilValídala cuando llegues alMuseo Reina SofíaY...¡Disfruta dela visita!123ENTRADASDURANTE LA VISITAConservar este patrimonio es responsabilidad de todos, por favor, no toque las obras.Se pueden realizar fotografías sin flash, sin trípode y sin palo de móvil o cualquier elemento de estabilización de cámaras, excepto en los lugares en los que se indique lo contrario. No está permitido hacer fotografías en toda la sala 206 (Guernica) ni realizar grabación de imágenes.Para garantizar la calidad de la visita de todos los públicos, por favor, modere el tono de voz, utilice el modo silencio para su teléfono y atienda las llamadas fuera de las salas.Por necesidades de conservación de las obras, las salas se mantienen a una temperatura constante de 21ºC. En días cálidos se recomienda hacer la visita con una prenda de abrigo.Los niños deben ir acompañados durante la visita por un adulto. Es importante que los mantengan a su lado e impidan que toquen las obras, levanten la voz y corran por las salas.- Esta entrada incluye la visita a todo el Museo.- Horario de uso: Lunes, miércoles, jueves, viernes y sábados de 10:00 a 19:00h (el acceso de 19:00 a 21:00h es gratuito).Domingos: de 10:00 a 13:30h (el acceso de 14:30 a 19:00 h es gratuito).- Se ruega a los visitantes que desalojen las salas 15 minutos antes del cierre, en todas las sedes.- Para reclamaciones y devoluciones diríjase a la agencia o empresa distribuidora- El Museo Reina Sofía queda exonerado de responsabilidad ante reclamaciones y devoluciones. Más información de interés en: museoreinasofia.es/visitaIMPORTANTEEdificio Sabatini: C/ Santa Isabel, 52Edificio Nouvel: C/ Ronda de Atocha, 1CÓMO LLEGAR"
